date,6857.T,8306.T,1570.T,8035.T,7011.T,6146.T,8316.T,7974.T,7203.T,9983.T,6758.T,6861.T,8058.T,7012.T,4063.T,8031.T,8766.T,8001.T,6367.T,8002.T,9432.T,2914.T,9101.T,1321.T,8591.T,5020.T,4661.T
2025-03-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-04-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-04-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-04-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-04-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-04-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-04-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-04-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-04-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-04-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-04-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-04-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-04-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-04-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-04-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-04-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-04-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-04-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-04-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-04-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-04-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-05-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-05-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-05-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-05-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-05-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-05-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-05-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-05-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-05-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-05-16,0.02498373963521723,0.03226092689546137,0.026677890863741845,0.03375400931716918,0.03312968795864949,0.025614482168135423,0.03513825272770528,0.03673103550099428,0.03968469197825246,0.04116092020519589,0.03501355840339315,0.03919382076230856,0.04033043037223772,0.025748660871010264,0.035242712852635014,0.04076721875273597,0.03220708797780811,0.04056552866146928,0.045163069979870525,0.036706912860943165,0.04815730696364211,0.04690475667302289,0.03936171624788317,0.04093676704668579,0.04002368804389308,0.03654918987881017,0.047991936401128664
2025-05-19,0.0,0.029185084166335716,0.0,0.0,0.029143619818328345,0.0,0.03411963529673922,0.0,0.03946983833739137,0.0,0.018042672369700544,0.0,0.028631530653483298,0.0,0.02267043064818471,0.029109602433445587,0.028831806844348672,0.037322946178833485,0.0,0.02763027208145921,0.04791708969533999,0.04262329372888766,0.02510707943020242,0.0,0.0288849354496347,0.032863849070935654,0.03241859471737729
2025-05-20,0.0,0.04872993013954331,0.0,0.0,0.04374365079793643,0.0,0.05213066744392142,0.0,0.06592035280311834,0.0,0.018863643675532126,0.0,0.04290875148450676,0.0,0.022673806956572725,0.0430995477721711,0.02856465074589087,0.06705238081467275,0.0,0.04120037902496783,0.08823278085653814,0.0641608677528482,0.02514278417278783,0.0,0.04332532613084551,0.05959038588204687,0.048127698592130674
2025-05-21,0.0,0.058089288706741876,0.0,0.0,0.04473948262301683,0.0,0.05240364800310849,0.0,0.07846619885883699,0.0,0.01825462538230787,0.0,0.04324548617804186,0.0,0.02252602041454012,0.04413634555671932,0.027700171020051352,0.08245376128121279,0.0,0.04139787321769298,0.1085179025832756,0.06356832282900501,0.025409348709243575,0.0,0.04361193889438703,0.07385312003457731,0.04784403873806446
2025-05-22,0.0,0.057907059695195766,0.0,0.0,0.04584255582386994,0.0,0.05308866556809613,0.0,0.07796081648516186,0.0,0.018345905530817587,0.0,0.043351520842512016,0.0,0.022694184359548977,0.043729618735346226,0.02795829989667655,0.0889206283332344,0.0,0.04115011810449778,0.1232917758286942,0.06354951654769013,0.025827659351238205,0.0,0.04363570558463426,0.0836600138391227,0.04696512096216664
2025-05-23,0.0,0.05750036460675297,0.0,0.0,0.04803482457792812,0.0,0.05332918376523683,0.0,0.07761645647336182,0.0,0.018385269504515526,0.0,0.04329474067178958,0.0,0.02247962361873665,0.04372263909131168,0.028304693751175412,0.09666500678748498,0.0,0.04132861476075994,0.13438119702240212,0.06371440029912188,0.025566600533727737,0.0,0.04311371039209889,0.09019228992309379,0.04669529145056586
2025-05-26,0.0,0.05781188299187063,0.0,0.0,0.04779181029006285,0.0,0.053069069607158646,0.0,0.0774788895878781,0.0,0.018650937414254463,0.0,0.04307365839932108,0.0,0.022748743320382854,0.04313126416175149,0.028497374686517085,0.09606602289629787,0.0,0.04094635910171433,0.1443796257703315,0.06334948738524017,0.025369472759079824,0.0,0.04355357209771194,0.09294287596279605,0.04777124072847005
2025-05-27,0.0,0.05823587045411038,0.0,0.0,0.04893271294150493,0.0,0.05312748502863778,0.0,0.0777232522661676,0.0,0.018921413374230527,0.0,0.04326734322550655,0.0,0.022655647561236888,0.04338394373676,0.02884738662010107,0.09624425012596291,0.0,0.04098673823318651,0.15057566920290932,0.06310396460597711,0.025427143880673256,0.0,0.043968486224043084,0.09516522678831886,0.04703415680613701
2025-05-28,0.0,0.05753828845552762,0.0,0.0,0.048424494771672856,0.0,0.052938458971227016,0.0,0.07709091075607549,0.0,0.01888740932674749,0.0,0.042665808929254666,0.0,0.022450753888608555,0.04360973518759523,0.029095059756063493,0.09580779081152309,0.0,0.041921772638352145,0.15944092094837906,0.06296294682960624,0.02526293183447384,0.0,0.043838757695292954,0.09882336457894841,0.04622327590519604
2025-05-29,0.0,0.05790489775129684,0.0,0.0,0.048194279343085004,0.0,0.052965313662035426,0.0,0.07892998521794972,0.0,0.019335265497680346,0.0,0.042355701131757253,0.0,0.022468334453422157,0.04376262714745402,0.02962281443438413,0.0958546472090641,0.0,0.04237498144234727,0.1632497517749956,0.061966911080862115,0.024972575727462053,0.0,0.043995125010451205,0.1016419144162915,0.04633312294831637
2025-05-30,0.0,0.05797691380163028,0.0,0.0,0.048533221468123784,0.0,0.05275108914326163,0.0,0.07921527970535283,0.0,0.018391050567529467,0.0,0.041979166095035186,0.0,0.02222071550302802,0.04335926993499544,0.02909291469734343,0.09629642305086036,0.0,0.04219888134961615,0.17028683926121937,0.06147144409458069,0.024968472309084253,0.0,0.0434763913600202,0.10106273670869817,0.04657352082139931
2025-06-02,0.0,0.0575955654904964,0.0,0.0,0.04889840579544298,0.0,0.0527623237456434,0.0,0.07784179452684525,0.0,0.018556958656262335,0.0,0.041998660131856366,0.0,0.022202080699893337,0.0431766629530203,0.029720353168438116,0.096325428809177,0.0,0.04236489358024305,0.1715578076259824,0.06177834981202015,0.024686327507488837,0.0,0.04350208348503334,0.10311337936269492,0.046638184837374266
2025-06-03,0.0,0.05723588668362845,0.0,0.0,0.049264038184649875,0.0,0.05248920316258562,0.0,0.07740137721528793,0.0,0.018718564493796813,0.0,0.04145386396456768,0.0,0.022169767656228023,0.043044382517694685,0.029714519518519257,0.09462936420170942,0.0,0.0414641104965406,0.17597965423900067,0.06178222665460516,0.024875540698455906,0.0,0.044102719799091625,0.10387401434349527,0.04678364222177442
2025-06-04,0.0,0.05707137105258635,0.0,0.0,0.0497936053257373,0.0,0.052662079910682946,0.0,0.0784681485814372,0.0,0.018704670734157543,0.0,0.04149925358536849,0.0,0.022062158231934907,0.04296730258769608,0.030027202041190082,0.09416556256278932,0.0,0.041610868104749704,0.17700178978385545,0.06078459755361637,0.024702978370352714,0.0,0.04395534061581664,0.10539642462397109,0.0464645789473288
2025-06-05,0.0,0.057214476507412744,0.0,0.0,0.04942103183822169,0.0,0.05247231651445591,0.0,0.07760588968386922,0.0,0.018724128745512065,0.0,0.04188170967617803,0.0,0.022159394071238174,0.04314682400280461,0.03006842452389924,0.09531074421415417,0.0,0.041598651709468124,0.1797712422742204,0.06077436548685392,0.02395491682010489,0.0,0.04391684546683019,0.10391895088988762,0.04673257815474072
2025-06-06,0.0,0.0569637301892425,0.0,0.0,0.05093541561310475,0.0,0.052250839219424305,0.0,0.07691566902841054,0.0,0.018757529301228842,0.0,0.04168149716101041,0.0,0.02196444944574749,0.042920296138879516,0.029909607979986007,0.09451052489260246,0.0,0.04127072947769397,0.18130290279692965,0.060803589296882295,0.023786062932783847,0.0,0.044033540729075143,0.10411739685012592,0.04817176316242461
2025-06-09,0.0,0.057460790854857786,0.0,0.0,0.05084701421157155,0.0,0.05270920990433446,0.0,0.07645677283464421,0.0,0.018730371963141913,0.0,0.04117952466680248,0.0,0.02196657860186364,0.0427494714455452,0.02999641073029868,0.0944114752195159,0.0,0.04105141314430676,0.18245298288482142,0.06120633613099605,0.02375162523352991,0.0,0.0444004441226256,0.10498169140121798,0.047485706581989424
2025-06-10,0.0,0.0570093773963986,0.0,0.0,0.04995379669132451,0.0,0.05244069001432374,0.0,0.07707804756201063,0.0,0.018596729937300518,0.0,0.04137852573613882,0.0,0.02230020806297258,0.042442966437177786,0.029703209811545096,0.09376983958918943,0.0,0.04125047174638909,0.18198296407215422,0.06180290342605706,0.0243056203018475,0.0,0.04482588509730386,0.10582548790659829,0.04792372393349901
2025-06-11,0.0,0.05686387901202898,0.0,0.0,0.04817522900503238,0.0,0.05196942963480551,0.0,0.07717184078027399,0.0,0.018370037070610155,0.0,0.041793656619062175,0.0,0.022719256990468506,0.04278031329520981,0.02901164285991216,0.09434132143297484,0.0,0.04174603877667404,0.18225121038474923,0.06136440977008952,0.024262341107992667,0.0,0.044790562707974955,0.10745177567659414,0.04827413812795991
2025-06-12,0.0,0.056996259424201924,0.0,0.0,0.050452287738529285,0.0,0.052455324066608154,0.0,0.0759100629233888,0.0,0.018474642497120775,0.0,0.04144084119971177,0.0,0.02212192008477899,0.04267982340065286,0.028852254767815597,0.09312729129282485,0.0,0.04185050536537888,0.18214864120863974,0.062044900447899495,0.02435083471860646,0.0,0.04496782160742175,0.10912979941236592,0.04709919218827294
2025-06-13,0.0,0.05186956420125533,0.0,0.0003042922252597989,0.04685585803136782,0.0,0.049282504431227,0.000317457728397719,0.07447277327380929,0.0027734948881813705,0.016482314846677348,0.0017924870800792724,0.042450772817602005,0.0,0.020947217043822824,0.04334652853536851,0.02321042453244652,0.09321397655253781,0.00439145072613576,0.03948813049371714,0.18854511714478073,0.06632692604925314,0.026545827469094136,0.0020919303345339675,0.04475502334539239,0.10642007118716171,0.054115857061898365
2025-06-16,0.0,0.04736579442310917,0.0,0.0,0.03515526996332786,0.0,0.03483892116276784,0.0,0.06192010521829413,0.0,0.0,0.0,0.04201402230894881,0.0,0.0,0.043249334378531686,0.0,0.09438157258321724,0.0,0.028390574276954378,0.1875705050987552,0.06140356033255112,0.024785047373635138,0.0,0.029748956547995094,0.10186389045084833,0.04692695768690197
2025-06-17,0.0,0.04734645660135298,0.0,0.0,0.03504029225224946,0.0,0.035073817350941,0.0,0.06154229993815039,0.0,0.0,0.0,0.041563612111014434,0.0,0.0,0.04330130407917228,0.0,0.10934986490177813,0.0,0.02827934044438928,0.22075677002178898,0.061355229743185226,0.024630154009771973,0.0,0.029644282990815396,0.11986440330232145,0.04919963439547578
2025-06-18,0.0,0.0472046082610336,0.0,0.0,0.034179027703498115,0.0,0.034732951178559276,0.0,0.06199617315369219,0.0,0.0,0.0,0.041676186028121315,0.0,0.0,0.04342756263627858,0.0,0.1177097602376058,0.0,0.0284825861004418,0.24236616048415974,0.06169284476212389,0.02437813906695466,0.0,0.029588681415518,0.13124225189311947,0.04870029640428318
2025-06-19,0.0,0.04736772899842473,0.0,0.0,0.03479884138252202,0.0,0.03468178413929467,0.0,0.061298120368250816,0.0,0.0,0.0,0.041545354981739654,0.0,0.0,0.04294218264870962,0.0,0.1171418357800246,0.0,0.02832600206799759,0.2580191111203366,0.06227448709148581,0.024282503079871336,0.0,0.029643932763138356,0.1375104985725989,0.04780070204905832
2025-06-20,0.0,0.04790675619662452,0.0,0.0,0.03416774610974259,0.0,0.0349120106770564,0.0,0.06121138759970504,0.0,0.0,0.0,0.04128820529859157,0.0,0.0,0.04292305009764862,0.0,0.11825544128599519,0.0,0.028119544467273074,0.2648348737446009,0.062004712682095335,0.02456335019268339,0.0,0.029650969870329447,0.141799416935165,0.04759175203591819
2025-06-23,0.0,0.0477622007293041,0.0,0.0,0.03432100188149125,0.0,0.035110071473907926,0.0,0.061371549266362194,0.0,0.0,0.0,0.04146443500265134,0.0,0.0,0.04282861397047409,0.0,0.11809169906045265,0.0,0.028201188352528866,0.26815779801556805,0.0626344340198786,0.02486811583079788,0.0,0.03036288491052327,0.14162287867221873,0.04754430266905282
2025-06-24,0.0,0.04863298336293305,0.0,0.0,0.03440072063420905,0.0,0.03559338508211443,0.0,0.06137429515986422,0.0,0.0,0.0,0.041472818487033464,0.0,0.0,0.04303873362331529,0.0,0.11747140019392917,0.0,0.028133450153798818,0.2733325300609468,0.062295653540664984,0.024595637809440345,0.0,0.03051444077261081,0.1390546826573023,0.048107830655056624
2025-06-25,0.0,0.0488569715309098,0.0,0.0,0.03456153064024004,0.0,0.03569645466615488,0.0,0.061143528911104104,0.0,0.0,0.0,0.04131279752393461,0.0,0.0,0.04276428857901751,0.0,0.11651747362093635,0.0,0.028204385968583174,0.27671886930560574,0.06225685507281826,0.02476731196250932,0.0,0.030507977449091016,0.1391218229344036,0.048486453579071116
2025-06-26,0.0,0.048769008195233686,0.0,0.0,0.0354268868058368,0.0,0.03554285046078691,0.0,0.06057968771484103,0.0,0.0,0.0,0.04222651115606709,0.0,0.0,0.04254998402221842,0.0,0.11845047403584152,0.0,0.028133085425924954,0.2757201141345996,0.06131036486946132,0.025005184570707273,0.0,0.03075503730943144,0.14014954267796623,0.048582387823210435
2025-06-27,0.0,0.048489895449295974,0.0,0.0,0.03604045067718219,0.0,0.035303229528634635,0.0,0.06172739907111871,0.0,0.0,0.0,0.042031302622157006,0.0,0.0,0.04309257611782702,0.0,0.11776665802142809,0.0,0.028248063054385295,0.27768867400371033,0.06132541100336021,0.025141819806949187,0.0,0.030773387740688184,0.13833332451861524,0.04876039423788622
2025-06-30,0.0,0.04803765607472713,0.0,0.0,0.035389021306198455,0.0,0.035078486439223906,0.0,0.06035934898361112,0.0,0.0,0.0,0.041950814844411446,0.0,0.0,0.04284304410340023,0.0,0.11750470158701624,0.0,0.028260663148843224,0.28219498761382716,0.0612454598315932,0.024958382551274205,0.0,0.03129861926792391,0.13817500352678408,0.04893356394280558
